,word,num1,num2,num3,num4,num5,rel1,rel2,rel3,rel4,rel5
21154,regimentation,-0.706,0.0,0.552,-0.681,-0.646,protection,imposition,taxation,trade_protection,reimposition
21155,get_big,0.0,0.153,-0.074,0.203,0.094,flourish,get_large,increase_size,plant_big,enlarge
21156,drive_to_work,-0.047,-0.014,0.0,-0.062,-0.032,commute,transportation,go_to_work,drive,drive_car
21157,angrily,-0.161,0.179,0.568,-0.612,-0.387,choler,ire,see_red,dander,hackles
21158,nauseate,-0.071,0.137,0.693,-0.671,-0.433,sicken,repel,gross_out,loathsome,churn_up
21159,neuroticism,-0.896,0.0,0.706,-0.768,-0.79,hysterical_neurosis,hysteria,mental_disorder,mental_disturbance,psychological_disorder
21160,achievable,0.036,0.232,-0.057,0.192,0.134,money_spend,look_price,purchase,establish_credit,pay_debt
21161,graphical_representation,0.031,0.08,0.023,0.069,0.052,pencil,marker,photo,icon,quill_brush
21162,juice_up,0.756,-0.531,0.0,0.523,0.603,enliven,liven,liven_up,invigorate,animate
21163,insult,-0.945,0.0,0.923,-0.877,-0.915,put_in_jail,damage,cause_injury,send_to_jail,hurt_person
21164,book_write,0.0,0.0,0.0,0.069,0.023,book_paper,book_content,readable,book_page,print_medium
21165,eat_into,-0.569,0.0,0.712,-0.708,-0.663,nettle,bother,devil,chafe,rag
21166,evil_eye,-0.995,0.0,0.522,-0.982,-0.833,evil,bad_person,evil_man,kill_somebody,fight_somebody
21167,bilge,-0.549,0.0,0.845,-0.955,-0.783,face,base,underbelly,sole,underside
21168,curvature,-0.716,0.0,0.871,-0.75,-0.779,partial,differential,partial_derivative,calculation,computation
21169,groveler,-0.558,0.0,0.588,-0.65,-0.599,apple_polisher,bootlicker,fawner,web,crawler
21170,windiness,-0.699,0.0,0.835,-0.562,-0.699,roughness,inclemency,bad_weather,inclementness,storminess
21171,scribble,-0.928,0.0,0.655,-0.524,-0.702,squiggle,hand,chicken_scratch,handwriting,script
21172,search_information,0.203,0.077,0.0,0.189,0.156,information,search,research,use_internet,check_email
21173,infirmary,-0.962,0.0,0.261,-0.95,-0.724,lazaret,lazarette,lazar_house,pesthouse,lazaretto
21174,spill,-0.159,-0.051,-0.083,-0.125,-0.105,tongue,choke,no_long_hungry,bite_tongue,digest
21175,worm,0.0,-0.007,0.038,-0.037,-0.023,earthworm,compost,fallen_leaf,detritus,mammoth_ice
21176,worn,-0.843,0.0,0.653,-0.885,-0.794,battered,woebegone,tattered,derelict,raddled
21177,actinotherapy,0.789,-0.817,0.0,0.591,0.732,radiotherapy,radiation_therapy,radiation,phototherapy,irradiation
21178,radiance,0.931,-0.825,0.0,0.709,0.822,light,aureole,corona,visible_light,visible_radiation
21179,airstrip,-0.975,0.0,0.737,-0.979,-0.897,flare_path,airfield,landing_field,flying_field,field
21180,profound_thought,0.715,0.617,-0.23,0.329,0.477,deep,thoughtful,intelligent,respectful,profound
21181,secern,-0.636,0.0,0.657,-0.929,-0.741,separate,severalize,contrast,decouple,dissociate
21182,radiancy,0.916,-0.991,0.0,0.984,0.964,gleaming,luster,polish,glow,burnish
21183,bank_statement,0.671,-0.574,0.0,0.879,0.708,financial_statement,bill,account,invoice,accounting
21184,chameleon,0.63,-0.889,0.0,0.503,0.674,mortal,person,individual,someone,somebody
21185,sever,-0.082,-0.038,0.042,-0.132,-0.073,slash,slit,lacerate,open_wind,copy_paste
21186,rewind,-0.135,0.0,-0.084,-0.088,-0.102,jitters,see_film,press_play,use_remote_control,view_movie
21187,disappoint,-0.978,0.0,0.971,-0.849,-0.933,fail,betray,queer,cross,disillusion
21188,antler_moth,-0.103,-0.049,0.0,-0.147,-0.067,armyworm,cerapteryx_graminis,noctuid,heliothis_moth,moth
21189,lam,-0.691,0.0,0.998,-0.84,-0.843,evasion,escape,break,skedaddle,hegira
21190,watch_news,0.8,0.737,0.0,0.0,0.512,watch_show,watch_movie,record_movie,like_movie,zone_out
21191,misestimation,-0.51,0.0,0.674,-0.858,-0.681,error,fault,backfire,mistake,boomerang
21192,lad,0.029,0.076,0.0,0.0,0.035,youngster,teenager,junior,adolescent,maturity
21193,lag,-0.914,0.0,-0.728,-0.99,-0.877,put_off,delay,retard,postpone,procrastination
21194,lab,0.03,0.117,0.0,0.084,0.077,laboratory,elementary_school,science_class,college_class,doctor_office
21195,fall_back,-0.771,0.0,0.785,-0.727,-0.761,recede,worsen,decline,drop_off,retrogress
21196,improve_image,0.0,-0.045,0.0,0.069,0.038,look_better,dress_nice,change_appearance,get_latest_hairstyle,groom
21197,lax,-0.569,0.0,0.743,-0.777,-0.696,neglectful,derelict,inattentive,delinquent,negligent
21198,lay,0.075,0.091,-0.063,0.059,0.054,good_night,go_room,turn_off_computer,take_afternoon_nap,wind_down
21199,law,0.0,0.164,0.0,0.129,0.098,legislation,edict,prosecutor,regulation,judge_jury
21200,shave_head,-0.038,-0.016,0.018,-0.045,-0.028,dye_hair,cut_hair,change_hairstyle,haircut,go_get_haircut
21201,headdress,0.084,0.065,0.0,0.112,0.087,head_gear,head_wear,kingly,head_cover,blue_blood
21202,musical_performance,0.584,-0.783,0.0,0.546,0.638,acting,performing_art,dancing,dance,terpsichore
21203,write_word,-0.084,0.0,0.023,-0.063,-0.057,draw_picture,make_note,wedge_door_open,write_novel,make_mark_paper
21204,pocket_flask,0.619,-0.834,0.0,0.912,0.788,hipflask,flask,ampulla,canteen,vacuum_flask
21205,think_logically,0.0,0.0,0.0,0.846,0.282,ask_question,investigate_fact,research_subject,become_enlighten,form_opinion
21206,white_sheet,0.0,-0.03,0.079,-0.039,-0.029,make_tree,thin_wood,wood_product,sheet,peace
21207,white_sheep,-0.799,0.0,0.667,-0.668,-0.711,argali,argal,urial,wild_sheep,mountain_sheep
21208,scarf,0.702,0.0,0.0,0.0,0.234,jacket,shirt,slack,clothes,sweater
21209,ambulance,0.0,0.0,-0.131,-0.149,-0.093,dentist_office,hospital,doctor_office,emergency_ward,prosthesis
21210,fan,0.628,-0.967,0.0,0.682,0.759,electric_fan,blower,exhaust_fan,punkah,device
21211,burn_fuel,0.0,0.0,-0.083,0.0,-0.028,burn_material,heat_house,heat_home,make_light,light_dark
21212,order,0.049,0.212,0.0,0.195,0.152,order_beer,order_dinner,order_drink,order_food,order_meal
21213,power_outage,-0.309,-0.144,0.0,-0.376,-0.18,stop_move,insomnia,become_unconscious,unconsciousness,slow_heart_beat
21214,hatching,-0.912,0.0,0.796,-0.872,-0.86,hatch,shading,crosshatch,hachure,marking
21215,office,0.026,0.082,0.0,0.0,0.036,account_department,accountant_office,stationery_store,shirt_pocket,desk_drawer
21216,muffin,0.048,-0.083,0.0,0.0,0.044,cookie,pudding,pie,candy,bagel
21217,mutual_understand,0.147,0.241,-0.222,0.455,0.207,request,consent,give_answer,tell,proclamation
21218,satisfied,0.761,0.603,-0.214,0.333,0.494,gratifyingly,satiable,satisfactorily,comforting,satisfyingly
21219,wrathful,-0.113,0.112,0.674,-0.66,-0.445,wrathfully,wrothful,wroth,lividly,lividity
21220,natter,0.981,-0.902,0.0,0.756,0.88,schmooze,schmoose,shmooze,shmoose,jawbone
21221,misconduct,-0.635,0.0,0.728,-0.588,-0.65,usurpation,inroad,wrongdoing,wrongful_conduct,actus_reus
21222,adolescence,0.0,0.788,0.0,0.86,0.549,child,enjoy_time,youth,smile_child,open_mind
21223,rosita,-0.902,0.0,0.726,-0.534,-0.721,broad_leaved_centaury,centaury,lesser_centaury,tufted_centaury,seaside_centaury
21224,subway_station,0.025,0.136,0.0,0.0,0.054,town_hall,courthouse,city_hall,public_place,bus_station
21225,uncomplete,0.538,-0.721,0.0,0.606,0.622,sketchy,unelaborated,partial,uncompleted,broken
21226,kill_someone,-0.93,0.0,0.408,-0.923,-0.754,kill,murder,kill_person,commit_crime,crime
21227,good_transportation,0.0,0.871,0.0,0.861,0.577,traffic_rule,new_buildings,bicycle_area,develop_city,control_road
21228,six_sides,0.0,0.081,0.039,0.196,0.079,four_sides,polygon,geometric_figure,hexagon,parallelogram
21229,shear,0.0,-0.036,0.057,-0.089,-0.037,lamb_meat,bandage,ewe,mutton,seam
21230,maintain_relationship,0.792,0.803,0.0,0.646,0.747,relay_information,share_information,spread_knowledge,understand_culture,share_knowledge
21231,adscititious,-0.732,0.0,0.899,-0.765,-0.799,extraneous,alien,adventitious,foreign,extrinsic
21232,break,-0.057,-0.044,0.0,-0.095,-0.036,tear_apart,painful_injury,smash,dislocation,open_wind
21233,road_sign,0.038,0.145,0.0,0.113,0.099,street_sign,traffic_sign,sign,red_light,intersection
21234,repulsive,-0.062,0.123,0.712,-0.678,-0.443,repugnant,detestably,abominably,odiously,detestable
21235,place_bet,0.047,0.138,0.0,0.075,0.087,competitive_spirit,down_payment,money,take_out_loan,bring_wallet
21236,bread,0.901,0.0,0.0,0.916,0.606,get_away,absolution,glory,counsel,vow
21237,oxygen,0.909,0.983,0.0,0.0,0.631,air,breathable,atmosphere,hydrogen,inhale_air
21238,demonstrate_knowledge,-0.105,0.0,0.0,-0.112,-0.072,pass_exam,seek_understanding,learn_fact,teach_person,further_career
21239,misbehave,0.0,0.0,0.933,-0.887,-0.607,jump_chance,reach_advantage,conquer_opponent,debate_politics,fool_around
21240,gauffer,0.522,-0.824,0.0,0.568,0.638,adornment,goffer,ruffle,jabot,peplum
21241,learn_swim,0.02,0.07,0.019,0.0,0.024,learn_new_skill,jump_in_water,take_leak,go_swim_pool,scuba_gear
21242,observance,0.614,-0.953,0.0,0.768,0.778,keeping,formality,honoring,line,abidance
21243,live_healthy_lifestyle,0.062,0.097,-0.094,0.11,0.058,live_long,long_life,live_long_life,out_shape,like_exercise
21244,pull_up,0.023,0.25,-0.105,0.275,0.148,rise_up,move_up,bring_up,raise_up,go_up
21245,soul_searching,0.08,0.153,-0.125,0.224,0.111,meditation,self_contemplation,introspection,self_examination,self_observation
21246,orbit_around_sun,0.052,0.0,0.0,0.094,0.049,god_creation,enormous,milky,milky_galaxy,nasa
21247,find_own_place_in_world,0.0,0.098,0.012,0.276,0.121,position,job,placement,character_trait,place
21248,misanthropical,-0.254,0.301,0.351,-0.51,-0.271,misanthropic,discouraging,outrageous,horrid,queasy
21249,clade,-0.96,0.0,0.556,-0.872,-0.796,animal_group,group,genotype,biological_group,taxonomic_group
21250,diesel,0.0,0.0,-0.08,0.0,-0.027,petrol,butane,kerosene,fuel,gasoline
21251,dig_dirt,-0.087,0.0,0.0,0.0,-0.029,plant_garden,plant_flower,plant_seed,plant_yard,cut_grass
21252,enduringness,0.647,-0.539,0.0,0.934,0.707,indestructibility,tensile_strength,continuity,persistence,changelessness
21253,play_team,0.896,0.887,0.0,0.719,0.834,win_sport_event,win_game,go_game,dribble,play_catch
21254,feel_angry,0.0,0.0,0.798,0.0,-0.266,form_opinion,blank_stare,get_angry,feel_sad,tell_lie
21255,vixen,-0.662,0.0,0.992,-0.726,-0.793,fox,red_fox,kit_fox,prairie_fox,white_fox
21256,kick_ass,0.0,0.0,0.752,-0.843,-0.532,get_hit_by_car,meander,full_moon,step_dog_poop,trot
21257,amazement,0.0,-1.0,0.0,0.0,0.333,astonishment,awe,marvel,perplex,amaze
21258,delight,0.709,0.977,0.0,0.795,0.827,happy,bring_happiness,happiness,good_feeling,feel_glad
21259,big_monster,-0.344,0.0,-0.391,-0.096,-0.277,caution,unsafe,psychoneurosis,severe_pain,anxiety_disorder
21260,asepsis,0.617,-0.592,0.0,0.805,0.671,sanitation,hygiene,sterility,sanitary_condition,sanitariness
21261,lousy,-0.923,0.0,0.256,-0.986,-0.722,low_quality,bad_quality,failure,poor_quality,defective
21262,disuse,-0.632,0.0,0.663,-0.828,-0.708,wreck,twilight,neglect,declination,condition
21263,row_seat,0.052,0.119,0.0,0.141,0.104,cinema,theater,seat,chair,lounge_chair
21264,rock_formation,0.039,0.073,0.038,0.107,0.06,large_rock,big_rock,geographic_feature,land_formation,geographical_feature
21265,contract_of_adhesion,0.865,-0.844,0.0,0.915,0.875,grant,sale_in_gross,contract_of_hazard,adhesion_contract,contract
21266,become_expert,0.822,0.894,0.0,0.855,0.857,gain_insight,teach_others,trivia,understand,forget_else
21267,some_place,0.215,0.194,-0.204,0.279,0.161,rendezvous,sweatshop,work_in_garden,ball_game,babysitter
21268,winter_savory,0.91,-0.993,0.0,0.779,0.894,herb,delicious,summer_savory,eat_well,savory
21269,miscalculation,-0.509,0.0,0.762,-0.891,-0.721,error,fault,backfire,mistake,boomerang
21270,miss_ball,-0.07,-0.06,0.068,-0.086,-0.055,race_other,try_best,loose,sore_knee,lose_game
21271,comic,0.0,-0.131,-0.053,0.08,0.053,child_book,disney_cartoon,enjoyment,children_story,biology_book
21272,feel_relaxed,0.997,0.805,0.0,0.803,0.868,relax,rejuvenate,relax_muscle,become_relaxed,relieve_tension
21273,opportunity,0.027,0.254,-0.206,0.294,0.123,contribution,improvement,receive,give,bid
21274,coccidioidomycosis,-0.859,0.0,0.549,-0.938,-0.782,mycosis,coccidiomycosis,valley_fever,desert_rheumatism,cryptococcosis
21275,rock_crab,-0.698,0.0,0.766,-0.826,-0.763,stone_crab,swimming_crab,crab,fiddler_crab,pea_crab
21276,color_blindness,-0.743,0.0,0.793,-0.625,-0.72,visual_impairment,visual_defect,vision_defect,visual_disorder,monochromacy
21277,help_remember,-0.059,0.0,0.079,-0.081,-0.073,press_key,loose_track_time,move_finger,tune_instrument,listen
21278,learn_program_language,0.889,0.812,0.0,0.0,0.567,learn_computer_language,write_code,learn_program,a_lot_of_time,write_email
21279,efface,-0.825,0.0,0.694,-0.712,-0.744,withdraw,strike,scratch,delete,take
21280,cloud_mind,-0.129,-0.035,-0.128,-0.168,-0.13,hurt,damage,harm,burn_skin,cut_skin
21281,good_match,0.587,0.698,-0.53,0.52,0.425,compatibility,compatible,kind,kindhearted,kindheartedness
21282,stamp_battery,-0.98,0.0,0.521,-0.773,-0.758,battery,stamp_mill,quartz_battery,quartz_mill,factory
21283,tee,-0.025,0.167,0.042,0.142,0.081,religious_significance,stand,refuge,chess_game,out_place
21284,step_aside,-0.025,0.087,0.0,0.107,0.056,say_good_bye,excuse_oneself,step_out,walk_away,open_mailbox
21285,rebuff,-0.755,0.0,0.666,-0.518,-0.646,discourtesy,snub,cold_shoulder,offense,cut
21286,hypermetropy,0.7,-0.628,0.0,0.58,0.636,see_far,hyperopia,hypermetropia,farsightedness,longsightedness
21287,mercy,0.76,0.72,0.0,0.744,0.741,forgiveness,concerned,pity,excusable,forgivable
21288,holdall,0.0,-0.009,0.045,-0.081,-0.039,shoulder_bag,pantyhose,handbag,vanity_case,tote_bag
21289,target,-0.026,0.0,0.016,-0.048,-0.03,hatchet,sharp_weapon,piece_of_metal,aim,projectile
21290,unexplainable,-0.624,0.0,0.825,-0.738,-0.729,incomprehensible,unaccountable,unexplained,inscrutable,mystifying
21291,hike,0.0,0.069,0.0,0.0,0.023,hike_trail,trail,picnic,enjoy_nature,nice_walk
21292,iron,0.706,-0.941,0.0,0.622,0.756,alloy_cast_iron,alloy_cast_cast_iron,pot_metal,cast_iron,atomic_number_26
21293,lactobacillus_acidophilus,-0.509,0.0,0.656,-0.933,-0.699,lactobacillus,probiotic,probiotic_bacterium,probiotic_microflora,probiotic_flora
21294,make_live,0.0,0.1,0.0,0.0,0.033,support_family,get_job_done,earn_money,make_money,need_earn_money
21295,want_eat,-0.037,-0.007,0.04,-0.038,-0.036,eat_rice,eat_food_off,munch,eat,full_stomach
21296,buy_credit,-0.04,0.232,-0.119,0.183,0.085,postpone_payment,bill_pay,spend,cashless,owe_money
21297,pessimist,-0.527,0.0,0.95,-0.788,-0.755,skeptic,sceptic,doubter,defeatist,negativist
21298,lull,0.506,0.659,-0.246,0.242,0.387,calml,quiet,soothing,assuasive,tranquillize
21299,draw_back,-0.635,0.0,0.755,-0.657,-0.682,retreat,retrograde,back_up,move,give_up
21300,forced,-0.526,0.0,0.857,-0.754,-0.712,unwilling,unconscious,unwilled,driven,nonvoluntary
21301,ponder,0.0,0.107,0.22,-0.196,-0.103,deceitful,crazy,tension,feel_small,make_decision
21302,genuine,0.729,0.872,0.0,0.877,0.826,good_quality,all_of_it,good_character,mass_measure,description
21303,elation,0.933,0.883,0.0,0.87,0.895,contentment,euphoria,cheer,joy,jubilation
21304,stage_dancing,-0.954,0.0,0.992,-0.633,-0.86,interpretive_dance,interpretive_dancing,interpretative_dance,interpretative_dancing,modern_dance
21305,put_food_table,0.078,0.0,0.0,0.0,0.026,tip_waiter,finish_job,eat_food,buy_food,buy_sandwich
21306,search_item,0.11,0.253,-0.078,0.146,0.144,buy_diamond_ring,know_want,find_out_want,look_catalog,head_start
21307,astrakhan,-0.582,0.0,0.517,-0.593,-0.564,fox,mink,seal,pelt,bearskin
21308,moral_sense,0.714,-0.583,0.0,0.667,0.655,morality,wee_small_voice,small_voice,voice_of_conscience,sense_of_shame
21309,black_pavement,0.0,0.0,0.078,0.0,-0.026,street_city,small_street,walkway,pave,dark_road
21310,proverb,0.0,0.137,0.0,0.24,0.126,elaborate,question_answer,interrogation,feedback,request
21311,terminal_illness,-0.973,0.0,-0.941,-0.767,-0.894,ill_health,influenza,ridiculous,chicken_pox,pollute_air
21312,weather_prediction,0.0,0.086,-0.082,0.197,0.067,prediction,circumstance,tv_program,cnn,print_newspaper
21313,dinner_party,0.098,-0.062,0.0,-0.052,0.036,family_activity,big_home,anarchy,play_sport,birthday_party
21314,fitter,0.698,-0.547,0.0,0.995,0.747,better_cardiovascular_health,increase_stamina,weight_loss,increased_heart_rate,become_fit
21315,seed_plant,0.0,0.069,0.0,0.0,0.023,plant_seed,grow_flower,plant_garden,plant_flower,many_plants
21316,neuralgy,-0.648,0.0,0.924,-0.791,-0.788,hurting,pain,trigeminal_neuralgia,tic_douloureux,sciatica
21317,fry_egg,0.061,0.0,0.0,0.078,0.046,fry_fish,fry_chicken,season_meal,season_dish,make_cake
21318,dress_doll,-0.139,0.0,0.0,-0.084,-0.074,gather_flower,follow_mother,wear_dress,bicycle_school,roll_ball
21319,farm_animal,0.038,0.079,0.03,0.083,0.057,country_side,farm_house,large_area,rural_area,farm_area
21320,dubiety,0.939,-0.868,0.0,0.618,0.808,incredulity,mental_rejection,skepticism,mistrust,distrust
21321,get_laugh,-0.167,-0.129,-0.069,-0.313,-0.14,clown,embarrassment,disappoint,feel_sad,sad
21322,toast,0.022,-0.054,0.0,0.0,0.025,bread,muffin,cookie,loaf,bagel
21323,empty_bottle,-0.873,-0.794,0.729,-0.976,-0.595,empty,garbage,bottle,empty_glass,thirsty
21324,blighter,-0.998,0.0,0.636,-0.808,-0.814,pest,dullard,bore,nudnick,cuss
21325,eternal_life,0.695,-0.856,0.0,0.501,0.684,immortality,live_forever,never_die,immortal,everlasting_life
21326,pyromania,-0.898,0.0,0.987,-0.904,-0.93,logorrhea,logomania,agromania,cacoethes,necrophilia
21327,blighted,-0.622,0.0,0.863,-0.991,-0.825,spoilt,wrecked,impoverished,destroyed,extinguished
21328,sound_off,-0.906,0.0,0.725,-0.861,-0.831,quetch,kvetch,complain,bemoan,plain
21329,army_man,0.0,0.0,-0.075,-0.031,-0.035,army_person,fighter,police_man,warrior,sergent
21330,spin_silk,0.0,0.081,0.015,0.052,0.039,cotton,fabric_material,sheepskin,woven_fabric,woven_cloth
21331,ardor,0.547,0.664,-0.267,0.28,0.408,passion,thirstily,eagerness,avidity,avidness
21332,inelasticity,-0.812,0.0,0.83,-0.978,-0.873,deadness,rigidity,rigidness,stiffness,physical_property
21333,vegetable_field,0.0,0.084,0.02,0.076,0.047,plant_field,plant_ground,vegetable_grow,edible_plant,grow_place
21334,live_creature,0.027,0.132,-0.06,0.182,0.094,life_form,live_object,poisonous_human,live_organism,alive
21335,divide_country,-0.117,0.0,0.0,0.0,-0.039,enter_door,hang_picture,turn_knob,shut_door,bicycle_store
21336,quietness,0.579,0.652,-0.249,0.276,0.419,tranquilly,tranquility,quietude,tranquil,unagitated
21337,wirework,0.619,-0.774,0.0,0.834,0.742,net,network,mesh,meshing,meshwork
21338,disincline,-0.118,0.19,0.604,-0.63,-0.387,indispose,disinclination,disinclined,unfriendly,inimical
21339,steam,0.07,-0.03,0.023,0.0,0.026,vapor,haze,mist,misty,summer_weather
21340,read_article,0.0,0.074,0.051,0.105,0.043,borrow_book,use_search_engine,write_on_notebook,study_history,buy_textbook
21341,use_pen,0.463,0.561,-0.294,0.281,0.337,write_date,digitate_date,use_computer,impress_date,date
21342,teach_new_skill,0.925,0.0,0.0,0.974,0.633,teach_new,share_idea,exchange_idea,share_thought,start_talk
21343,goulash,0.0,0.0,0.0,0.082,0.027,main_course,cream_soup,soup,ragout,stew
21344,reformer,-0.673,0.0,0.993,-0.85,-0.839,dry,insurgent,militant,passive_resister,demonstrator
21345,pedicure,0.944,-0.603,0.0,0.756,0.768,makeover,beautification,manicure,beauty_treatment,facial
21346,feel_upset,-0.914,0.0,-0.728,-0.99,-0.877,sad,emotional,angry,agitated,worry
21347,chiding,-0.99,0.0,0.709,-0.602,-0.767,reprimand,wigging,rebuke,reproof,reproval
21348,create_sound,0.0,0.769,0.0,0.0,0.256,good_music,listen,demo,music,create_new_idea
21349,mincing,0.614,-0.959,0.0,0.537,0.703,refined,twee,gentlemanlike,gentlemanly,ladylike
21350,human_hand,0.064,0.0,0.0,0.057,0.04,keep_hand_warm,hand,tong,finger,grasper
21351,wood_panel,0.0,0.087,0.0,0.118,0.068,wooden_structure,entrance_room,build_open,home_entrance,hinge
21352,eat_like_pig,-0.927,0.0,0.784,-0.912,-0.874,get_excited,eat_breakfast_in_bed,inebriate,become_inebriated,eat_quickly
21353,frump,-0.598,0.0,0.573,-0.56,-0.577,termagant,old_bag,shrew,disagreeable_woman,hellcat
21354,polycystic_kidney_disease,0.576,-0.572,0.0,0.768,0.639,uropathy,polyuria,kidney_disease,renal_failure,kidney_failure
21355,ill,-0.891,0.0,-0.994,-0.752,-0.879,sickness,polio,malady,illness,ailment
21356,buy_fresh_fruit_vegetable,0.0,0.886,0.0,0.0,0.295,go_grocery_shop,buy_grocery,stock_merchandise,buy_food,buy_vegetable
21357,serve_liquid,0.097,0.0,0.0,0.0,0.032,consume_food,eat_food,swallow,fill_up,drink_soup
21358,receiver,0.0,0.0,0.0,0.168,0.056,handset,tuner,speaker,channel_selector,power_switch
21359,start_project,0.229,0.127,0.0,0.0,0.119,return_work,begin_work,work_box_office,write_program,go_work
21360,widen,-0.023,0.167,-0.045,0.259,0.119,grow_long,elongate,rubbery,elasticity,make_big
21361,vein,0.042,-0.069,0.0,-0.037,0.025,artery,skeletal_system,heart,human_body,main_artery
21362,serve_coffee,0.108,0.145,-0.091,0.0,0.054,drink_wine,choke_food,drink_fluid,drink_tea,suck
21363,picaninny,-0.83,0.0,0.987,-0.535,-0.784,fry,kid,minor,tike,small_fry
21364,speak,0.0,-0.003,0.0,0.124,0.042,orate,verbal_communication,phone_conversation,speech,spoken
21365,viper,-0.96,0.0,0.865,-0.753,-0.859,gaboon_viper,ophidian,serpent,snake,adder
21366,trickery,-0.86,0.0,0.675,-0.841,-0.792,shenanigan,chicanery,wile,goldbrick,dupery
21367,viewer,0.0,0.075,0.047,0.101,0.043,watcher,part_of_face,facial_organ,face_feature,head_organ
21368,traffic_control,0.032,-0.009,0.0,0.09,0.044,umpire,referee,equestrian_sport,backgammon,croquet
21369,allurement,0.817,-0.626,0.0,0.62,0.688,quality,fascination,attractiveness,allure,temptingness
21370,leech,-0.716,0.0,0.605,-0.623,-0.648,medicinal_leech,horseleech,annelid,annelid_worm,segmented_worm
21371,feel_small,0.0,0.107,0.22,-0.196,-0.103,deceitful,crazy,tension,ponder,make_decision
21372,blitheness,0.655,0.635,-0.237,0.3,0.451,cheerfully,cheerful,jolly_up,hearten,chirk_up
21373,fetishism,-0.622,0.0,0.515,-0.638,-0.592,immodesty,perversion,exhibitionism,sexual_perversion,paraphilia
21374,fetishist,0.789,-0.733,0.0,0.857,0.793,degenerate,lecher,lech,letch,satyr
21375,salon,-0.024,0.122,0.0,0.137,0.078,beauty_salon,barber_shop,barbershop,hair_salon,beauty_shop
21376,hoist,0.087,-0.041,0.0,0.0,0.043,forklift,control_room,utility_case,platform_rail,torso
21377,music_note,0.056,-0.019,0.036,0.073,0.037,song,musical_note,amplifier,chord,lyrics
21378,raspy,-0.937,0.0,0.576,-0.545,-0.686,grating,rasping,cacophonic,jarring,gruff
21379,lift_heavy_object,0.033,0.104,-0.085,0.151,0.068,lift_object,keep_balance,lift,lift_heavy,step_up
21380,find_out_want,-0.023,0.219,-0.094,0.122,0.075,shopping,determine_need,go_department_store,search_item,know_want
21381,front_porch,0.053,-0.068,0.047,0.087,0.054,home_depot,lumberyard,furniture_store,carpet_store,shoe_shop
21382,make_movie,0.137,0.105,-0.089,0.214,0.122,art,ideal,good_memory,strive,own_space
21383,find_desk,0.853,-0.719,0.0,0.92,0.831,enlighten,learn_information,become_educated,learn,listen_teacher
21384,mistake,-0.746,0.0,0.876,-0.863,-0.828,problem,grammar_mistake,error,trouble,misspell
21385,stink,0.0,0.0,0.883,-0.767,-0.55,feel_dirty,remove_stain,clean_up,clean_up_mess,dry_hair
21386,braky,-0.863,0.0,0.665,-0.616,-0.715,brambly,wooded,rushy,scrubby,forested
21387,sticker,-0.024,0.246,0.009,0.15,0.121,money_amount,item_worth,like_cost,value_amount,item_value
21388,lower_floor,0.039,-0.033,0.0,0.0,0.024,first_floor,basement,foyer,hallway,lobby
21389,cause_illness,-0.129,-0.029,-0.09,-0.14,-0.11,get_rid_of_enemy,hurt_others,end_live,destroy_live,murder
21390,sting,-0.103,-0.02,-0.074,-0.135,-0.097,dislocation,welt,ache,laceration,abrasion
21391,exile,-0.514,0.0,0.63,-0.842,-0.662,hooky_player,truant,defaulter,absentee,expatriate
21392,indetermination,0.558,-0.763,0.0,0.568,0.63,indefiniteness,indeterminateness,indefinity,inconclusiveness,indeterminacy
21393,stint,0.0,-0.015,0.037,-0.046,-0.023,limit_time,restrict,deadline,limit,restriction
21394,clean_cloth,0.159,0.0,0.041,0.174,0.097,clean_hand,use_clean,clean_supply,cleanse,sweeper
21395,indigence,-0.733,0.0,0.872,-0.978,-0.861,poverty,impoverishment,poorness,beggary,mendicancy
21396,fish_market,0.0,0.0,-0.065,-0.036,-0.034,coral_reef,saltwater,tidal_pool,sushi_restaurant,reef
21397,descend,-0.536,0.0,0.752,-0.898,-0.729,fall,keel_over,topple,go_down,come_down
21398,cold_flu,-0.032,0.0,-0.055,-0.159,-0.082,sign_sickness,sneeze,sleep_disorder,flu,narcolepsy
21399,decibel,0.036,0.0,0.02,0.112,0.043,loudness,sound,noise,audio,loud_sound
21400,independent,0.904,0.881,0.0,0.774,0.853,united_country,democracy,pledge_allegiance,unite,free_country
21401,wallet_purse,0.0,0.115,0.0,0.0,0.038,pocket,purse,coin_purse,bank_vault,bank_account
21402,nil,0.027,0.102,0.081,0.16,0.069,zero,nothing,empty,void,null
21403,evil_spirit,-0.678,0.0,0.752,-0.898,-0.776,bad_fairy,fiend,demon,devil,daimon
21404,swell,0.0,0.164,-0.112,0.132,0.061,tide,ocean_tide,sea_movement,ocean_movement,farewell
21405,clothes_store,-0.027,-0.021,0.034,-0.037,-0.026,department_store,clothes_drawer,woman_closet,store,many_stores
21406,horseback_ride,0.046,-0.035,0.0,0.0,0.027,anarchy,play_marble,dinner_party,spray_paint_grafitti,family_activity
21407,nip,-0.038,-0.084,0.09,-0.136,-0.06,bite,sting,flea,muzzle,tidbit
21408,grammar_part,0.0,0.078,-0.048,0.205,0.078,part_of_speech,speech_part,written_language,information_source,grammatical_term
21409,nit,-0.034,-0.053,0.098,-0.098,-0.059,gnat,ladybug,flea,mite,louse
