,word,hash1,hash2,rel1,rel2,rel3,rel4,rel5
3437,pay_for_meal,#joyful,#admirable,treat,birthday_surprise,birthday_treat,dessert,chocolate_dessert
3438,concerned,#sad,#scared,anxious,disturbed,concern,distressed,troubled
3439,hunger,#sad,#scared,hungry,crave,need_food,smell_food,need_grocery
3440,abduction,#disgusting,#scared,reaper,intolerance,danger,illiteracy,kidnap
3441,discombobulation,#sad,#disgusting,put_off,confusedly,disordered,confused,confusing
3442,timely,#interesting,#admirable,contemporary,serenity,currently,right_now,joy
3443,communicate,#joyful,#surprising,dictation,verbal,beckon,call,phone_conversation
3444,misgiving,#sad,#scared,qualm,scruple,insecurely,insecurity,insecure
3445,receive,#joyful,#admirable,give,cope,offer,accept,return
3446,tennis_ball,#interesting,#joyful,yo-yo,ball,basketball,sport_ball,ping_pong_paddle
3447,use_brush_air,#joyful,#interesting,use_brush,hair,brush_hair,brush,brush_tooth
3448,athlete,#interesting,#joyful,strength,strong,manly,physical_strength,muscle
3449,thin,#disgusting,#angry,dilute,reduce,melt_off,cut,lose_weight
3450,chop_wood,#angry,#disgusting,lacerate,word_frequently_misspell,slash,cut,cover_wound
3451,negative_reaction,#angry,#disgusting,entertain,laugh,enjoy_show,eat_popcorn,negative_feeling
3452,run_around,#interesting,#joyful,field_ball,roll_downhill,like_play_game,drive_crazy,like_boy
3453,redundant,#disgusting,#scared,spare,supererogatory,extra,superfluous,excess
3454,ring_binder,#interesting,#admirable,paper_clip,paper_punch,highlighter,office,pencil_sharpener
3455,insistent,#scared,#disgusting,crying,repetitive,exigent,instant,clamant
3456,cannonball,#angry,#disgusting,aerial_bomb,grenade,cannon,weapon,machine_gun
3457,stand_still,#interesting,#admirable,long_last,roll_over,stretch_out,weather_storm,near_destination
3458,destroy_city,#sad,#disgusting,destroy_target,kill_life,kill_pest,murder_another_person,kill
3459,get_stuff,#joyful,#admirable,obtain,satisfy_need,business_transaction,acquire,return_goods
3460,pour_liquid,#interesting,#admirable,move_liquid,hand_hold,fill_in_glass,pour,push
3461,calculus,#joyful,#admirable,algebra,math,mathematics,math_equation,mathematical_function
3462,bible_story,#joyful,#interesting,bible,popular_hobby,big_boat,song_lyric,religion
3463,personal_groom,#interesting,#admirable,new_hair_style,style_hair,fix_hair,change_hair_style,groom
3464,fervent,#disgusting,#angry,impassioned,perfervid,fervid,ardent,fiery
3465,circle_prey,#angry,#disgusting,corner_prey,hunt_food,kill_man,scare_person,kill
3466,ampere,#interesting,#admirable,electricity,electrical_unit,voltage,relevant,contemporary
3467,brand_name,#joyful,#admirable,beer,vodka,whisky,brandy,alcohol
3468,spiffy,#scared,#disgusting,raffish,natty,dashing,dapper,jaunty
3469,explosive,#scared,#disgusting,bomb,nuclear_bomb,grenade,nuclear_weapon,atomic_bomb
3470,put_trash,#angry,#disgusting,hold_trash,put_garbage,store_trash,rubbish,garbage
3471,dartboard,#interesting,#admirable,loop,horse_shoes,ring,gray_hair,rotary_phone
3472,play_cd,#joyful,#admirable,listen_cd,turn_on_radio,play_music,play_tune,music_album
3473,good_wine,#joyful,#admirable,drink_wine,wine_opener,wine_glass,made_of_glass,wine_bottle
3474,waste,#interesting,#joyful,refuse,hold_trash,put_trash,store_trash,put_garbage
3475,dead_stay_dead,#interesting,#admirable,dead,sentence_end,reason_why,negative,no_end
3476,scrumble_egg,#joyful,#admirable,beat_egg,heat_meal,pan,breakfast,food
3477,glaring,#angry,#disgusting,fulgent,dazzling,egregious,blinding,glower
3478,gel_toothpaste,#interesting,#admirable,tartar_control_toothpaste,toothpaste,wax_dental_floss,dental_floss,double_edge_razor
3479,light_up,#interesting,#admirable,corrode,burn_up,burn_heat,dig_up,heat_up
3480,boding,#joyful,#interesting,foreboding,premonition,presentiment,presage,timorous
3481,combine,#surprising,#admirable,join_together,final,include,math_function,bring_together
3482,descendant,#interesting,#admirable,female_child,father_mother,parent_child,human_offspring,family_relation
3483,sinewy,#admirable,#surprising,fibrous,tendinous,stringy,unchewable,brawny
3484,separate,#scared,#disgusting,disunite,divide,part,differentiate,furcate
3485,truffle,#interesting,#joyful,fallen_leaf,pine_cone,detritus,dead_leaf,sleep_dog
3486,schedule,#interesting,#joyful,scheme,plan,eureka,know_start,timetable
3487,fix_hair,#joyful,#admirable,make_hair_look_nice,comb_hair,arrange_hair,groom_hair,style_hair
3488,troubling,#interesting,#joyful,disquieted,distressing,disturbing,perturbing,worrisome
3489,grate,#angry,#disgusting,grating,fret,rankle,eat_into,grind
3490,pay_debt,#admirable,#interesting,pay_goods,purchase,establish_credit,purchase_item,buy_goods_service
3491,get_hair_colored,#joyful,#admirable,get_manicure,get_haircut,get_hair_style,stylish,go_get_haircut
3492,trepid,#interesting,#joyful,timorously,timorous,fear,timorousation,presentiment
3493,run_out_ink,#interesting,#joyful,proofread,think_write,use_word,learn_write,pick_up_pen
3494,chance,#surprising,#admirable,bet,card,dare,cope,jeopardy
3495,ambidextrous,#scared,#disgusting,duplicitous,deceitful,double-dealing,janus-faced,two-handed
3496,saver,#admirable,#joyful,succorer,rescuer,salvager,salvor,reedemer
3497,little_water,#interesting,#admirable,water_drip,fallen,rain_water,water,let_go
3498,voter,#interesting,#admirable,detective,politician,government,democrat,legal_person
3499,pick_up_trash,#sad,#disgusting,chore,make_happen,elbow_grease,intuition,stop_procrastinate
3500,anxiety_disorder,#sad,#scared,illiteracy,schizophrenia,censorship,ill_health,big_monster
3501,handout,#admirable,#interesting,scotch_tape,fountain_pen,pen,stamp_pad,scrap_paper
3502,go_rock_concert,#joyful,#interesting,able_hear,attend_concert,sensibility,buy_concert_ticket,turn_radio
3503,electrical_unit,#scared,#sad,electricity,ampere,up_date,relevant,contemporary
3504,block_road,#angry,#disgusting,roadblock,stop,block_sunlight,dark_area,cover_window
3505,defeated,#sad,#angry,disappointed,defeatism,thwarted,frustrated,foiled
3506,word,#interesting,#admirable,part_of_speech,character,message,announcement,alphabet
3507,action_figure,#surprising,#admirable,toy_car,toy_soldier,beanie_baby,toy_marble,toy_ball
3508,toilet_brush,#interesting,#joyful,shampoo_conditioner,toothpaste,electric_razor,gel_toothpaste,tartar_control_toothpaste
3509,many_stores,#interesting,#admirable,department_store,clothes_store,woman_closet,store,clothes_drawer
3510,know_talk,#admirable,#interesting,convey_information,know_language,fact_straight,ability_communicate,use_language
3511,bicycle_across_town,#joyful,#interesting,cycle,pedal_cycle,bike,transportation,city
3512,toothbrush_head,#interesting,#joyful,tartar_control_toothpaste,gel_toothpaste,dental_floss,toothpaste,toothbrush
3513,recreational,#surprising,#admirable,winter_sport,good_sport,enjoyable_activity,fun_exercise,competitive
3514,shameful,#sad,#disgusting,disgraceful,dishonorably,inglorious,dishonored,shame
3515,network,#joyful,#surprising,get_to_know_person,get_know,get_together_friend,social_interaction,meet_new_person
3516,fervid,#disgusting,#angry,impassioned,fervent,fiery,ardent,torrid
3517,writhing,#scared,#disgusting,wriggle,wrestle,squirm,worm,writhe
3518,solicitousness,#interesting,#joyful,solicitude,solicitous,solicitously,misgiving,scruple
3519,power_gasoline,#interesting,#admirable,sail_sea,stalin,power_engine,boat_part,expensive
3520,vibrate,#interesting,#admirable,jiggle,back_forth,pull_car,convulse,bail_water
3521,tip_waitress,#interesting,#joyful,read_label,bring_home,carry_home,salivation,buy_steak
3522,upshot,#scared,#disgusting,consequence,result,outcome,effect,event
3523,country_band,#scared,#disgusting,bluegrass_band,string_quartet,music_shop,live_band,high_school_band
3524,unhopeful,#sad,#disgusting,resignedly,abject,abjectly,resignation,reconcile
3525,stage_play,#interesting,#admirable,drama,role_play,play_part,part_of_play,present_play
3526,pessimism,#sad,#scared,pessimistically,pessimistic,dispiritedly,hopelessness,hopelessly
3527,precarious,#scared,#disgusting,unstable,parlous,perilous,touch-and-go,shaky
3528,sewn,#sad,#scared,use_needle,mend,wind_thread,doctor_tool,sew_term
3529,buy_diamond_ring,#joyful,#interesting,find_out_want,go_shopping,drive_to_store,go_department_store,know_like
3530,fullness,#joyful,#admirable,mood,great_relief,clean_up_mess,good_emotion,full
3531,observer,#interesting,#joyful,peer,familiar,well_known,association,human_group
3532,broken_car,#angry,#disgusting,work_well,damage_car,need_fix,car_engine,car_wheel
3533,hairdressing_salon,#joyful,#admirable,hairdresser,haircut,hairdresser_chair,cut_hair,hairstyle
3534,steer,#interesting,#admirable,car_movement,steer_car,car_action,navigate,turn_ignition
3535,vengeful,#interesting,#joyful,revenge,experience_emotion,take_revenge,even_out,waste_time
3536,manage_money,#admirable,#interesting,cashless,bill_pay,pay_purchase,charge_money,pay_item
3537,geometric_object,#interesting,#admirable,sharp_end,indicate,sharp_corner,sharpness,sport_score
3538,see_actor,#joyful,#interesting,idol,fun,movie_actor,vip,fan
3539,pungent,#scared,#disgusting,barbed,biting,acrid,mordacious,nipping
3540,get_floor_another,#joyful,#admirable,walk_up,climb_up,go_upstairs,go_up_down,move_between_floor_building
3541,big_breadbox,#surprising,#joyful,home_made,bread,container,baked_goods,eat_bread
3542,make_move,#interesting,#admirable,bounce_up_down,throw,play_catch,play,toss
3543,wispy,#scared,#disgusting,dim,vague,wisplike,shadowy,faint
3544,drip,#joyful,#surprising,fallen,water_drip,falling_water,feel_cold,rain_water
3545,ragged,#scared,#disgusting,crucify,torment,bedevil,frustrate,dun
3546,diet_coke,#joyful,#surprising,carbonated_drink,sugar_free,coke,coke_zero,beverage
3547,bend_leg,#disgusting,#angry,walk_upon,stand_upon,stand,keep_foot_warm,lower_body
3548,buy_land,#joyful,#interesting,pay_money,establish_credit,compare_price,bankruptcy,cash_check
3549,want_know,#interesting,#joyful,see_far_away,see_star,take_beach,learn_history,learn_past
3550,take_home,#interesting,#admirable,bill_pay,settle_bill,send_money,financial_transaction,give_cash
3551,buy_store,#joyful,#interesting,buy_meat,buy_grocery,buy_vegetable,purchase_grocery,buy_dinner
3552,nice_dog,#joyful,#admirable,hold_puppy,dog,domesticate_dog,hold_dog,domesticate_animal
3553,banker,#interesting,#admirable,money,treasurer,account,dividend,piggy_bank
3554,need_eat,#sad,#scared,need_food,hunger,hungry,eat_meat,desire_eat
3555,wrapped_up,#interesting,#joyful,ended,completed,finish_job,complete_job,complete_task
3556,brain_tumor,#sad,#scared,lyme_disease,bad_hair_day,suffer_fool,bad_luck,disrespect
3557,compression,#interesting,#admirable,press,rub,push_hard,coercion,print_newspaper
3558,stir_up,#interesting,#admirable,incite,fire_up,instigate,inflame,tumult
3559,ear_pad,#joyful,#interesting,ear,enjoy_music,sing_along,hear_song,earring
3560,rejuvenation,#joyful,#interesting,feel_refreshed,heal_injury,get_rest,recuperate,feel_little_tired
3561,scandalous,#angry,#disgusting,disgraceful,shameful,dishonorably,inglorious,dishonored
3562,locate_place,#sad,#disgusting,pull_off_road,carry_luggage,get_bus,get_plane,pack_luggage
3563,recluse,#scared,#disgusting,solitary,troglodyte,hermit,reclusive,solitudinarian
3564,idealist,#admirable,#joyful,dreamer,visionary,person,individual,romantic
3565,heavy_breathe,#scared,#disgusting,shin_splint,run_out_breath,breaheavily,get_out_breath,get_exhausted
3566,brown,#joyful,#admirable,opaque,beautiful_well_useful,same_again,small,poisonous_human
3567,trash_receptacle,#interesting,#joyful,trash,trash_container,trash_can,coffee_cup,dustbin
3568,discover,#joyful,#interesting,discovery,search,review,investigation,realize
3569,classroom_chair,#angry,#disgusting,text_book,exam_table,lead_pencil,eraser_holder,pencil_sharpener
3570,anticipant,#interesting,#admirable,expectant,expectantly,anticipative,fevered,hectic
3571,run_out_paper,#sad,#angry,write_down,copyright,write_word,write_essay,realization
3572,yell_loudly,#sad,#disgusting,shout,yell,scream,high_volume,noise
3573,suit_up,#interesting,#joyful,gather_team,form_team,buy_ball,join_team,hoop
3574,embarrassing,#sad,#scared,awkward,abash,unenviable,embarrassingly,sheepish
3575,mental_activity,#interesting,#admirable,imaginative,use_imagination,use_brain,arrive_conclusion,eureka
3576,angle_grinder,#scared,#disgusting,hatchet,sword,knife,nuclear_bomb,atomic_bomb
3577,burn_garbage,#interesting,#admirable,incinerator,eliminate_garbage,incinerate_waste,dump,garbage_dump
3578,dead_hungry,#sad,#disgusting,need_food,a_little_hungry,snack,prepare_food,dead
3579,airplane,#joyful,#admirable,aeroplane,plane,transportation,back_airplane,aircraft
3580,get_know_better,#joyful,#admirable,new_information,misunderstanding,exchange_idea,find_solution,change_attitude
3581,enjoy_challenge,#joyful,#interesting,like_compete,fun,win_money,challenge,something_to_do
3582,write,#joyful,#interesting,hold_document,bereavement_note,continue_story,make_paper_airplane,bereavement
3583,soporific,#scared,#disgusting,somnific,hypnotic,hypnogogic,somniferous,soporiferous
3584,wiggly,#scared,#disgusting,writhing,wriggly,sinuate,wriggling,sinuous
3585,wiggle,#interesting,#admirable,wrap_around,shrug,shake,rub,push
3586,foot_part,#admirable,#interesting,sole,type_of_shoes,foot,twelve_inch,heel
3587,close_case,#sad,#disgusting,question_witness,convict_criminal,find_guilty,seek_justice,call_police
3588,husband_wife,#joyful,#admirable,holy_matrimony,good_teacher,female_person,existence,marriage
3589,dreadfully,#sad,#scared,horrifying,atrocious,horrifyingly,horrified,horribly
3590,courtship,#scared,#disgusting,reckon,yore,yesterday,year,time
3591,construction_worker,#interesting,#admirable,personnel,duty,policeman,vocation,laborer
3592,list_item,#interesting,#joyful,keep_record,cross_room,check_balance,strive,record
3593,parallelogram,#interesting,#admirable,polygon,geometric_figure,hexagon,geometrical_shape,geometric_shape
3594,tingle,#disgusting,#angry,prickle,sting,smart,prick,itch
3595,virtuoso,#joyful,#interesting,sensation,champion,adept,ace,maven
3596,impetuous,#angry,#disgusting,impulsive,tearaway,hotheaded,madcap,incautious
3597,purloin,#scared,#disgusting,cabbage,pinch,pilfer,abstract,snarf
3598,fact_right,#joyful,#interesting,convey_information,organize_thought,ability_communicate,write_word,draw_picture
3599,heartburn,#sad,#disgusting,become_full,indigestion,stomach_ache,get_full,a_little_hungry
3600,water_sport,#interesting,#admirable,swim,water_activity,movement_of_water,backstroke,swiming_pool
3601,family_time,#interesting,#joyful,buy_flower,give_present,buy_ring,warm_feeling,love
3602,run_far,#sad,#scared,scare,terrify,fear,terror,run_away
3603,dog_chase,#scared,#disgusting,get_out_breath,sore_leg,become_wind,see_neighbor,dog_bark
3604,circle_shape,#surprising,#admirable,ball_shape,round_shape,orange,cornerless,orb
3605,peal,#scared,#sad,thwart,remain,chime,propose,hesitation
3606,wipe_eye,#interesting,#joyful,rub_eye,open_window,wipe,buy_stock,reflect
3607,article_of_clothing,#admirable,#surprising,wear,wearable,clothing,leisure_wear,vesture
3608,unfit,#sad,#disgusting,blister_foot,trip_fall,breafast,run_out_breath,breahard
3609,pluck,#sad,#disgusting,remove,pull,pain,remove_hair,pluck_hair
3610,think_first,#interesting,#joyful,speak_up,use_language,choose_topic,know_talk,think_say
3611,behind_house,#surprising,#joyful,outside_house,back_yard,yard,backyard,back_house
3612,shamefully,#sad,#disgusting,disgraceful,shameful,dishonorably,inglorious,dishonored
3613,house_part,#interesting,#admirable,part_of_house,house_front,house_open,house_area,inside_house
3614,minor_injury,#sad,#disgusting,knee_injury,injure,accident,twist_ankle,get_injured
3615,sleep_early,#interesting,#joyful,set_alarm_clock,go_bed_early,set_alarm,deep_sleep,take_nap
